Subject_ID,Age,Gender,Skill_Level,Hand_Dominance,Stroke_Type,Trial_ID,Surface_Type,Coating_Roughness_nm,Friction_Coefficient,Sweat_Level,Temperature_C,Humidity_%,Grip_Force_Mean,Grip_Force_SD,Peak_Grip_Force,Pressure_Distribution_Index,Contact_Area_cm2,EMG_Flexor_RMS,EMG_Extensor_RMS,Muscle_Fatigue_Index,Impact_Force_N,Vibration_Peak,Vibration_Frequency_Hz,Shock_Transmission_Index,Grip_Stability_Score,Slip_Event,Injury_Risk_Level
P0557,34,Male,Pro,Left,Backhand,5,Non-Coated,101.86036984833311,0.881693348662222,Dry,26.590233155170708,87.66929176356936,276.09537508231307,13.688427170625985,213.80548355849197,0.8378359686274699,24.01695643738779,0.4865057176170819,0.5236164912906245,30.565888389103172,299.57687050915854,13.909374470745137,89.51051662390627,0.49647587681845384,96.12086672289708,0,Low
P0558,23,Female,Intermediate,Left,Serve,3,Non-Coated,145.68319134906176,0.7972691441685464,High,22.439498806233324,81.50832298299223,198.1653667272554,17.106965788538865,258.0042027824201,0.8009252123810966,22.460090752567623,0.30180087525739857,0.4710967964819672,45.8991242806577,349.5161517884291,15.187933623393093,168.48641478401422,0.49249323953460505,63.03049202761904,0,Medium
P0559,24,Male,Intermediate,Left,Serve,5,Coated,138.17010039621772,0.8549260504065912,Dry,31.267210275393268,45.69172959379584,259.4210381805483,21.894054541149686,330.38093044403774,0.8210107329508562,23.304198021300543,0.4750306288003805,0.5024815969261608,19.59918494506389,331.0972216779813,20.860591279717827,83.87047451091875,0.2279463634663576,66.3556392297902,0,High
P0560,31,Female,Intermediate,Right,Forehand,1,Coated,54.145091534799064,0.8118271955713314,Dry,22.497512906068685,83.82993838254151,283.52759525871704,24.161795826188413,348.3936346934521,0.6747627132405444,24.288474869517575,0.38288664750642165,0.3758147074368714,23.170862182353545,320.14624354955345,21.815715804149892,191.67975464242767,0.41065593847165405,86.52605682789638,1,High
P0561,30,Male,Pro,Right,Forehand,3,Coated,74.18689198119034,0.7961880801247763,Moderate,27.23800984316685,74.14780279815685,218.8048348860808,19.67560675028457,255.33816459766376,0.8083176156317226,25.231127316381354,0.381212369944503,0.5518258260879398,22.344654942787496,317.0562243792883,19.08642997276332,189.71661628228503,0.29746110720443175,99.76712512478014,1,High
P0562,25,Male,Pro,Left,Backhand,2,Non-Coated,66.7369510663763,0.8004458522642308,Dry,30.401204039916394,56.272056591430434,189.63939650171574,28.480476847588168,208.23120968280466,0.7728165562474768,20.34278379544373,0.5175349258820913,0.349604969549323,36.369525702361116,271.30015836110687,12.88150942867838,197.63353654907525,0.6042638548445436,97.35251014413711,0,High
P0563,27,Male,Beginner,Right,Backhand,5,Non-Coated,102.93092586552828,0.8023652863752867,Moderate,23.42297095917813,83.56252772075659,183.27209759270386,23.78024131688108,219.5281661459162,0.7345520683628006,22.76061820406657,0.3259204240835255,0.4403580200195696,32.49802873948354,374.18157053996504,12.917753346756745,116.38349828726322,0.3680636530817991,80.33651309499109,0,Medium
P0564,26,Male,Pro,Left,Forehand,2,Non-Coated,128.30793746565178,0.682796654151542,High,21.140451614559897,69.90110938909791,193.2001152476074,25.956299618315555,318.22226209166587,0.9107056809811619,19.103553202193588,0.402129802597459,0.45602884569717506,28.86178489553877,389.0271618777379,13.651191332209294,144.832928054696,0.40151613440646516,81.11291613933285,0,Medium
P0565,35,Female,Intermediate,Right,Forehand,3,Coated,123.53525915755694,0.6982468456184046,Dry,28.449492141121233,82.4334922167193,180.50471055396167,31.29881096450322,298.36806097845175,0.8902955036614781,29.759850787121103,0.6626294247017067,0.5809005543890116,36.719373542589715,370.3309482264171,11.926662704721323,149.45142453219228,0.5203284000018021,82.93720982963998,1,High
P0566,19,Male,Intermediate,Left,Backhand,5,Non-Coated,119.94240455118243,0.6529249057105655,Dry,20.813039952565887,63.46339622436262,219.23351308713939,31.373591397361626,242.7517998832762,0.6268574809129613,17.80932100766126,0.5776823996625187,0.2538090756647148,29.35674573882018,317.6900548436148,12.14599035613839,146.80705081395922,0.5587108487390346,91.6907212908544,0,Medium
P0567,22,Male,Beginner,Right,Forehand,2,Non-Coated,81.27913633091444,0.6018912014849653,Moderate,28.816529644522518,65.03255200809137,215.91943055549376,13.494724432156648,258.69478440611203,0.945005304551709,17.25985839106238,0.39164172164118594,0.25424205885866086,42.63829425426934,395.8290405766336,13.071875423269907,129.46009185770527,0.5949897949644447,82.0325803188975,0,Low
P0568,22,Female,Pro,Right,Backhand,4,Coated,55.36005697906107,0.7104551901169673,Moderate,31.30247806379302,54.55050147054781,193.24095212249017,24.830308110481543,321.6725346868358,0.6804944710404088,19.032334136123936,0.3151309328108316,0.38482056666684156,26.409725086733182,342.7966590144512,17.918635353005836,198.42780170745334,0.28743133314841895,64.71075764637281,0,Medium
P0569,23,Male,Intermediate,Right,Serve,4,Non-Coated,63.16419089914592,0.8649822512452989,Dry,24.939739875084598,59.38463459723541,258.13414537233575,27.34930324812482,261.9664920436802,0.675368785569666,28.800813757615437,0.5295058151504468,0.5671502478662565,45.62430439949245,366.112428185651,17.349631147445006,186.40319418898167,0.3312764107526762,93.53094456649438,1,High
P0570,36,Male,Beginner,Right,Serve,1,Non-Coated,121.5845205613166,0.7779426473162401,High,27.32524113621038,68.38760345641107,299.02876294075315,11.93802973804298,313.3659817754141,0.9303356862108534,24.88284087127157,0.6038448428062408,0.20867404318856309,14.785201342425726,361.1834991494305,14.090820873093458,153.242184545251,0.24619343327961934,95.41302997502095,0,Low
P0571,25,Male,Beginner,Left,Forehand,3,Coated,56.228777296551954,0.5696631259013389,Moderate,33.931427573374194,87.35296118543087,288.1111697813506,30.754785600590797,244.28085520753487,0.7556808497890339,21.83891288525175,0.6303823406445661,0.3105102429195933,13.757923269992371,356.1720043560264,12.360010311989809,157.7286491854228,0.6282235484359651,96.71972244406382,0,Low
P0572,33,Male,Intermediate,Right,Serve,2,Coated,64.52413754268733,0.8339199805976283,Dry,27.066632962633285,70.00588799840673,210.34207196124657,12.872686274305945,308.72176978924654,0.8818776462577964,28.880931113546758,0.4821406399347832,0.31343452963092416,36.22806062456898,346.2979641723454,17.48826280474121,165.70980592300816,0.35771780973330547,76.82470247976443,1,Low
P0573,30,Female,Intermediate,Left,Serve,1,Coated,86.70079181608403,0.8773905345261251,Moderate,34.94831092090083,47.36890958901968,272.39779595658564,29.580544428421142,269.95961646581515,0.7008707976583733,28.50220788754035,0.45839992850595596,0.3219810411207558,25.58823474139057,281.7418105295202,11.570482387197767,152.44357996085301,0.2630740779010641,68.85089651499338,1,Medium
P0574,18,Female,Pro,Left,Serve,3,Coated,47.93236737562093,0.8402978539953697,High,22.355036170365093,40.349809273824334,292.4235915942023,12.359575428833134,281.8031422490607,0.9056098906195289,21.023887589029265,0.5598212006665253,0.20988198764527086,28.228574288428764,294.1680592462555,11.754956275650551,164.90254097706662,0.3556768763905601,64.77613777487444,0,Low
P0575,39,Male,Beginner,Left,Serve,4,Coated,63.396126684714275,0.8046394949545115,Moderate,30.634008537249336,82.549392775434,288.7637084454658,28.02802049389703,289.8099668525555,0.8913066678800079,23.454614446847884,0.2878834168528763,0.5302425333321873,37.84074576377602,383.0076257243501,14.600401310565005,177.9795308528113,0.2285805808301694,80.98514644399265,0,High
P0576,37,Female,Intermediate,Left,Backhand,2,Non-Coated,56.47449400753602,0.6025421385346625,Dry,29.78927897295881,58.21627116830766,286.1459425573546,11.999995429939922,267.58620417495587,0.7818175350658173,28.580609729378644,0.626069467676944,0.20356378106403086,18.581575322835,276.9939442517477,16.80844167854945,197.34528761593384,0.6182917061953157,71.09787536589897,1,Low
P0577,34,Female,Beginner,Right,Backhand,5,Coated,144.64539612030245,0.6721499622884058,Moderate,33.084572202894904,55.74829698199164,274.3740614613112,18.228391393178654,269.9203429545792,0.8467695859484607,19.79097993592074,0.23696175224474492,0.39108158159715883,11.757119070630742,272.79424915258033,18.73946539608398,181.88802501438153,0.3435180964828678,77.0914902890609,1,High
P0578,24,Male,Pro,Left,Forehand,4,Non-Coated,61.067847409937805,0.7478504109218107,High,21.38664817985811,80.03655614711909,215.1589771333257,11.874935603745943,239.85629310389362,0.9374098563529447,21.113058470954115,0.5015084503564737,0.22254360921579447,27.555568240663973,292.62411506736527,18.243763598821754,95.52236924834216,0.3750362571793505,63.96004807525052,0,High
P0579,30,Female,Intermediate,Right,Serve,5,Non-Coated,134.7946681187433,0.5769012727824364,Dry,24.20309887252725,87.26821495449178,190.02756794529506,15.309307600819002,347.86465671658505,0.7582159039746119,26.895218922822842,0.4948467570394789,0.519457611851615,45.78901381956136,304.3739649624734,14.541422335505331,145.5679940958576,0.6701698724450715,67.96924976329859,1,Medium
P0580,21,Male,Pro,Right,Serve,5,Coated,52.627801039326926,0.5871945749475247,Dry,21.98268838640503,77.40225441759782,238.53832234151463,34.58189898854408,335.8722584073183,0.7729717061345946,25.47958268034937,0.3553511575944157,0.49863433479373154,28.029515134565514,332.96943025998684,17.855828103369916,155.82906366129953,0.29466559866559705,77.53660379327097,0,Medium
P0581,21,Female,Beginner,Right,Serve,2,Coated,135.6640445532758,0.8769888727039025,Dry,33.99642683407882,48.69236564557161,186.57493612276042,10.907242713873359,279.1074241428178,0.8529813132608356,15.72975587995024,0.21773142868226092,0.488612344665886,32.87857361596885,340.83070951187256,12.5361620891311,111.88837673319718,0.30199065962370797,67.14286089568036,0,Low
P0582,23,Female,Pro,Right,Forehand,2,Non-Coated,105.93771649008167,0.7959419176465943,Dry,26.399529869678858,59.56891467955211,299.81684214420346,18.974550313282982,205.19441188347344,0.7352492962297441,16.760646548069463,0.5589274361161021,0.4945059776433965,18.334723288362763,368.60084922403695,15.924939765359664,137.06270715139246,0.4802336447631625,69.00806865365801,1,Low
P0583,36,Female,Pro,Left,Backhand,5,Non-Coated,133.46765155470797,0.6462804661179464,High,33.65098768302604,77.96992762173703,222.99716196776862,26.276822203909116,225.26419562824827,0.9364304036382509,27.69395817207315,0.21208706157599244,0.5760958220398161,28.562957490861205,261.01100309305036,17.383335378596147,191.92312927073579,0.6861380118393052,60.797164747744425,0,Medium
P0584,29,Male,Beginner,Right,Serve,1,Non-Coated,135.4083557391093,0.6645761084164717,Dry,24.41610491538234,85.34629073352866,295.0007902066673,10.554161400726716,328.0902817154165,0.6141525194602444,15.44608106498851,0.28980584029449513,0.3667243651267076,29.22618250933301,281.235117542205,18.932870328938268,111.07797320518053,0.650590338341314,62.922357648136845,0,High
P0585,39,Female,Pro,Left,Backhand,5,Coated,105.601088373415,0.6845502564980593,High,21.89552152042478,89.93000319748302,272.77451902810986,10.943890660327401,339.62181096196457,0.7411822635268627,28.798938083354074,0.47211841398190185,0.5446299215700314,19.40564887004802,325.77428583066154,10.9550699981867,118.07426434469798,0.49644349372720215,64.65705544962286,1,Low
P0586,24,Male,Beginner,Right,Forehand,5,Non-Coated,140.94635687345266,0.576274952402551,High,24.448059094790246,65.57804535690929,229.35491444289596,11.868097558144614,224.1938156861665,0.8498478734640568,19.076291285030585,0.669991515930467,0.27369290122399326,16.55186669816978,287.621891225627,11.213695263135246,188.99464433651357,0.6061150297545348,86.26314283320879,0,Low
P0587,27,Male,Intermediate,Right,Backhand,2,Coated,104.39931206330853,0.8087119495500499,Moderate,28.957615389920733,81.12624091709749,194.19736952592476,25.41463220689163,310.1777984535194,0.7502832190375475,23.97568773598678,0.23296675435949837,0.38050580123536415,24.010310720578314,381.02277974542176,10.8862300182148,91.32387027301144,0.44381095645463464,65.9999341998632,0,Medium
P0588,36,Female,Beginner,Left,Serve,3,Non-Coated,118.38215856662129,0.611891904231922,Moderate,32.67848887676887,42.3315821388692,208.46317084136592,32.55209678543858,293.45349643640446,0.6907370132562909,23.468713264382586,0.48939346814422385,0.2035636377651574,11.554617996885966,346.0251958121622,16.55762832512051,185.61994498677,0.41731413164522146,95.22382421856875,0,Low
P0589,24,Male,Beginner,Right,Backhand,4,Non-Coated,85.7688524885716,0.8317920086872486,Dry,25.780860398374955,54.2912374877484,260.7653491379283,30.301715257153592,245.5077454926684,0.7447089551452257,20.943806342366486,0.3644465174212639,0.3136561173244262,16.658071384677736,323.53507118741953,16.840656248728102,116.4584327873638,0.4002328008975157,91.41559525397031,0,Low
P0590,20,Female,Intermediate,Right,Backhand,2,Non-Coated,140.5474463918086,0.8460553504219268,Dry,33.722129888802264,58.57567016737447,279.5922244054506,34.54249146265228,265.41371054400895,0.9085308791616449,15.471553854138293,0.5347089857258629,0.3832637904487384,39.25413956618785,250.06654241549953,10.132184665172556,139.81228901994479,0.42726488864238565,92.69193206898058,0,High
P0591,30,Male,Beginner,Right,Forehand,1,Coated,130.65787928032293,0.7734519620996125,High,23.66348089516893,88.7761922640947,297.5328590197581,23.609722884183633,301.5904141063284,0.7914525383892688,17.887068911931518,0.6764544078870658,0.563715935370245,35.96535395734706,378.797234023805,17.88041065396419,157.14195675991135,0.5534646219080845,74.08500500556856,0,Medium
P0592,30,Male,Intermediate,Right,Forehand,4,Coated,58.33844227786202,0.8194492301896197,Moderate,30.403110309556503,40.16968241074303,195.85946208164455,33.959887224691016,215.19438707041868,0.7172885674899165,24.224602287503906,0.33429515782785535,0.32678062609934055,22.511232647607365,319.12905648608296,19.159894148002238,157.57413893655473,0.610733310966344,62.30832986639277,0,High
P0593,35,Female,Intermediate,Right,Forehand,2,Non-Coated,103.40266352251686,0.6101423083401152,Dry,31.035700257234083,55.40103688812965,198.7136814461923,16.233222460817203,228.35639778889967,0.8350330444616819,21.695591590636234,0.6779634925242382,0.4689634210850911,32.04647874031717,329.7113863901311,11.39931969315468,197.59766672907318,0.4880000832457844,63.058719739281116,0,Medium
P0594,37,Female,Beginner,Left,Forehand,2,Non-Coated,138.6510061995641,0.751578643934723,Dry,24.10944378995924,86.52061298064518,185.09273720281757,19.380624033843773,204.99724584036377,0.814145771323419,21.207555690283847,0.6353131504586295,0.5335867221527386,43.17539819593586,354.7407195871717,14.047925413051999,84.17288983591239,0.6344736117212026,87.58903302566236,0,Medium
P0595,25,Female,Pro,Right,Backhand,3,Non-Coated,127.2370943024846,0.786879760056146,High,20.404548174507912,55.333911752200564,211.24374306026266,18.6931169350855,335.3302588119965,0.7961563853876193,16.46554351184473,0.5035279579160441,0.3306118925214679,43.565788030976414,390.61830960892394,20.19966554346243,164.45791331696188,0.5193533512242325,96.92593852820393,1,High
P0596,26,Female,Pro,Right,Backhand,1,Coated,145.88080587274575,0.7815462032989973,Moderate,25.47856013076133,51.25333829072884,278.5280926573573,9.278651967530417,286.0844284303132,0.7369050447608134,20.206911378692688,0.5791183360442398,0.2676912806780364,36.17507631798343,273.73150056999935,18.246400881083936,181.47416000215537,0.6013676696706503,67.01135781252505,0,High
P0597,24,Male,Intermediate,Left,Forehand,1,Coated,65.44318556423542,0.5910514571751133,Dry,20.67794220959204,76.50442557179917,203.7908228077089,30.402042250595077,278.51411537130843,0.6252701076674022,22.89645828088903,0.632444002167343,0.4364776576506567,14.962135493160158,260.67762675682576,13.655724826347484,150.59949360823904,0.5448042304687111,94.5707487735502,1,Low
P0598,18,Male,Pro,Right,Forehand,2,Coated,80.42055964435258,0.6705338618680133,Dry,33.51130663103267,77.26694464999326,245.74376998740826,8.667391094693953,305.93609609247596,0.817256023289407,16.16539102413617,0.6017343159790698,0.3137535393588495,16.51600938800763,268.2863364271529,18.906914413989377,197.08696069783463,0.5868918522425441,86.11951572830549,0,High
P0599,20,Male,Pro,Left,Serve,3,Coated,95.79110768199445,0.6637631325188178,Dry,34.30287894401087,63.608894132375426,233.5688637607224,27.706658779295317,348.25253355282007,0.7469260671938491,16.000436289329528,0.3633538428218358,0.4609808436756864,21.666928064910188,361.10862867405325,20.64721042805318,130.1199276418118,0.2095269322970208,87.06761028118038,1,High
P0600,30,Female,Beginner,Right,Serve,2,Coated,65.59360870299915,0.7503844054089179,Dry,31.030698739190008,87.34587349327117,219.09914908081632,18.990749131692127,225.83559326557906,0.750067430888905,22.373300748283118,0.6063020384207997,0.2538804173341055,36.82858956176622,269.39167412660794,13.711840677152976,169.98344653169357,0.6336106469024285,87.90541242571211,1,Medium
P0601,34,Male,Intermediate,Right,Forehand,5,Non-Coated,83.3449780707701,0.8178329951037137,Dry,30.90026877970751,50.135353977092095,254.20156961453569,8.168688334076545,219.96590262960117,0.6819281521204879,23.41878260761292,0.35675942061009913,0.2606379374701039,20.320154783959214,325.14715125284295,18.211404365152035,162.36415722069637,0.6429677057518509,62.48917760794503,0,High
P0602,18,Female,Intermediate,Left,Backhand,5,Non-Coated,99.12931248667657,0.7497066281595748,Dry,23.613390041175958,85.67079169897988,240.27909471962346,15.828566377295585,244.2186297364947,0.6872970001448095,18.864622569384068,0.6335396461699482,0.470369227355368,28.57729935149465,355.97424053653475,11.12103324656237,83.76355716168791,0.6206559369474853,84.1533209245121,1,Medium
P0603,23,Male,Beginner,Right,Forehand,3,Non-Coated,61.04731233014748,0.814189603528079,Moderate,21.10888364837127,77.77540382626478,220.17158081814983,17.34544778980834,335.59162396550596,0.87561145683347,19.886495204484614,0.32773302532016246,0.5894237759887757,43.02102560667222,356.9142734888437,10.70419478108801,146.33490977788594,0.5650782412670912,79.33196094782619,1,Medium
P0604,38,Female,Pro,Right,Backhand,2,Coated,68.23566005728387,0.5846386588446528,High,32.031569537913754,58.41041704270237,262.6621062144006,34.04696671862041,261.7190917161292,0.7677776784026481,26.95305636807957,0.4861304297328728,0.2987585256718644,45.67094999846955,310.95289672515923,17.03508784892537,111.31027303269124,0.593761827518986,93.4634223784395,1,High
P0605,23,Male,Intermediate,Left,Backhand,3,Non-Coated,53.732674978967395,0.8573485418035471,High,28.387428973300516,80.3454309861687,213.59618292462477,25.849135635401314,319.02451372058147,0.6382542682226763,28.03854035998698,0.5464618222708306,0.48556513372810844,43.54181460802015,354.79216539529284,15.909088431188646,143.44995923558332,0.29061303318689913,77.12525226125159,1,High
P0606,29,Male,Pro,Left,Serve,2,Coated,118.47195508743233,0.7378159742774909,High,30.224412961807623,46.6601088206877,257.1820007753377,22.676432970665786,230.4392239801286,0.6160478377126782,19.87843029990482,0.41289561529111907,0.4128162447213274,14.657547370394202,392.50166764955804,19.721059391313513,186.0889230733075,0.22381267256544374,80.38078548022014,0,High
P0607,30,Female,Intermediate,Right,Forehand,2,Coated,79.77071191897463,0.5631245311635106,Dry,31.69461602129345,46.549124659661366,294.8695042009861,11.430365233471766,274.04081635401843,0.6786504135475946,20.335718464245932,0.591486247666261,0.5375366131465353,46.43016460614925,254.19682541802888,19.363399126076754,155.6151671886599,0.3448716620543517,83.21894191496872,0,High
P0608,30,Male,Intermediate,Left,Forehand,5,Non-Coated,64.22927685021672,0.7751245510578493,High,26.141514034284032,86.4968601623703,267.474237501782,18.559817166846056,219.12058087196903,0.7706046250256617,27.454898359214322,0.6626779525115722,0.3555543969509162,37.365548774919176,350.70702097314603,13.440347372250717,151.2666465502041,0.4212230436168146,83.46936816309983,1,Medium
P0609,32,Female,Intermediate,Right,Backhand,4,Non-Coated,95.80565640990477,0.7310715155770764,Moderate,22.168198849674766,44.739025392270584,230.20794715635935,8.965637547209937,261.93476000460936,0.8160375327862569,29.60751752116664,0.2931265470333437,0.5886855984118129,34.75146393387007,328.39271437262664,16.1471488810851,160.69273312675077,0.33538909178433596,75.99842574984565,0,Low
P0610,38,Male,Intermediate,Left,Forehand,1,Coated,47.50742362537724,0.6271293490969978,Dry,31.92555199044343,40.20398034247023,269.707118544303,28.565506298753924,239.3422950292616,0.6502875697544168,19.80889792945569,0.21672132583505932,0.23295874755874643,19.90180409556441,281.888278360438,19.069318665254087,143.3981034030539,0.635331941440201,66.6491922977265,0,High
P0611,33,Male,Pro,Right,Serve,1,Coated,141.57472669502343,0.8175489105139742,Moderate,26.80648458842611,59.4515245792451,277.109018016018,12.394970959231191,282.4147393769306,0.7518506662435129,26.830898568302054,0.5132582084618655,0.5938591347767377,47.12911476637747,296.15682935292364,13.251432833235684,133.7348637603851,0.6822021127430802,70.05525459427467,0,Low
P0612,39,Female,Pro,Left,Serve,3,Non-Coated,72.39142732729907,0.876748887922793,Dry,32.403863462838984,45.192548721606386,219.10085603975705,24.049763925552828,317.0609319612789,0.6253932639703941,22.195385533121854,0.5010934312922619,0.5384949245521106,10.694442656281392,375.5725847944377,14.343536084470607,124.93232912321957,0.5853965297053205,76.49631486149308,0,Low
P0613,38,Female,Pro,Left,Forehand,1,Coated,137.51107830022482,0.6629392088452271,Dry,26.56548720140019,83.15182466221256,264.61586587899467,26.8835715329206,340.7555557022042,0.6132040608078948,18.955920684672186,0.37065222684163046,0.5465832510990702,13.2874405383625,338.0347127153315,10.718361766148133,164.00897364091398,0.4383042474055632,84.78951312859576,0,Low
P0614,28,Male,Pro,Left,Forehand,5,Coated,94.73820718571116,0.7228704889857291,High,23.25524612685959,86.13467567214664,232.12754352880978,17.895746448088612,242.57641718973335,0.9021717787565695,25.22677794834596,0.5927314883131867,0.5369613750314748,16.146983080294852,252.17955189390892,11.565863139559601,173.087942835849,0.2728816963742153,78.18024089283779,0,Low
P0615,22,Male,Beginner,Left,Serve,4,Coated,133.51655474817045,0.5948612495444502,Moderate,22.565075249806736,64.12131821782063,278.22269781382425,25.08001510668493,311.46975435640115,0.8304169768729633,21.93825565253402,0.6130712743500875,0.544745471527869,37.76577731144093,394.8041995518297,17.322644234432172,130.78868898737966,0.6360205520739546,91.66547447952517,0,High
P0616,21,Male,Intermediate,Left,Forehand,2,Non-Coated,67.1770884868609,0.8754299032966857,High,31.158826348387517,61.273576650501845,215.4453114210433,28.63428726446043,332.8388505923049,0.8733828248975686,19.022436592485104,0.36599284015797495,0.5260610381273623,34.91429139716605,349.9276394679142,15.961014547689604,85.24759086726537,0.6209997133000436,83.00230655840737,0,Medium
P0617,20,Male,Intermediate,Left,Backhand,2,Coated,59.279766246702835,0.6615786208667316,Dry,28.623336841909953,66.9519638472046,292.5311604029319,12.971342467861682,218.7277815575495,0.6636570992439956,16.608444658412104,0.5411362497996495,0.5598068544909232,47.787111906717556,316.3964145966137,12.023087896394635,145.17769789100606,0.2811493083075605,73.70704856900362,0,Low
P0618,36,Male,Intermediate,Left,Forehand,5,Coated,133.43529835583112,0.6181746392948341,Moderate,26.069043506970296,51.30973124224931,248.97443247167683,24.223228878612087,287.88983421578234,0.7127551891270315,28.00431620722329,0.5210125358249538,0.3843202965529149,23.95926870293572,356.85001314346397,10.087374431779942,148.83566786895005,0.22435296511075037,79.88540310820447,1,Medium
P0619,37,Male,Beginner,Left,Backhand,1,Coated,63.4216270608882,0.7174500368693094,Moderate,27.38175134286998,54.898293071016795,222.39639767228584,27.81484465690346,291.77694628977054,0.7553269561242395,28.18001705142936,0.3713220873786037,0.5757163788073651,23.904669630350984,280.68535446217754,12.028397677863659,137.47982500320592,0.6494814767692745,74.37340203167287,0,Medium
P0620,35,Female,Pro,Left,Forehand,2,Coated,122.08148842295381,0.5651488713254132,Dry,28.2445790792981,45.04885852420024,230.32455224541866,17.6402984142489,240.8577653453957,0.830312020670755,16.124426338706883,0.6845741282796234,0.35398514122929037,36.781360330411246,289.0701025519334,18.995679455868387,123.19135615068907,0.6109700779765307,61.21331860332399,0,High
P0621,32,Female,Intermediate,Right,Forehand,1,Coated,77.90421741255956,0.6384928909292418,High,23.59124662738694,62.322504555568166,221.7358335976839,12.387261269146721,203.3771839413788,0.7871953187168599,24.95093055912366,0.3732011256340012,0.49140664973373793,16.96628852662224,272.8189395240457,11.124187695876774,187.51016219014434,0.667126188303208,71.24276258248877,0,Low
P0622,26,Female,Pro,Left,Serve,5,Coated,122.30130990786775,0.5736802077719938,Dry,25.67248369546534,70.58458112668296,197.54956030285865,15.725132570359435,238.50544197255638,0.793010036765485,17.43866145922424,0.5101420116520259,0.4841410306553234,28.561705578357873,309.5609534169431,14.829392420904423,137.73404221529472,0.3789395393812842,78.03527126818221,0,Medium
P0623,34,Male,Pro,Right,Backhand,2,Coated,139.84108925871632,0.59457990407297,Moderate,24.386171976646025,86.51118671958011,188.2190876264963,33.193016004675385,287.7101910861888,0.6549299970728358,24.694801202544014,0.3900632063216568,0.5283586009475192,10.617329961873638,385.7050427038863,12.865468348323775,175.8763111264722,0.528964703719175,70.21150353826039,0,Low
P0624,31,Male,Beginner,Left,Serve,3,Non-Coated,147.98022744160224,0.5892551428030539,Moderate,25.82635770118441,76.95365853133791,218.6134434165913,17.6510947786803,229.4664068620202,0.7661754555890898,28.614257903405534,0.20591651385210008,0.4953530543261841,33.68158029087635,308.2885584828474,16.592759893172648,156.52753737864055,0.6320992102017253,88.7824704430079,0,Medium
P0625,32,Male,Beginner,Right,Forehand,4,Non-Coated,79.57904249954967,0.8553469842562851,Moderate,27.508433202768572,76.15318667765933,235.04285292938278,10.907915869489814,243.10177694122,0.8883294008225455,18.90322035333238,0.24581924738352806,0.2141518027881565,41.359615772511965,293.212854529133,16.13862801778437,174.4468421293079,0.3707143587494278,94.48463806188312,0,Low
P0626,18,Female,Pro,Right,Serve,1,Non-Coated,80.42784181046008,0.8756521968121198,Dry,22.600363085815488,55.3999481047051,223.41803273232227,10.233615706531879,306.1883690136922,0.7783112983347216,20.218938491651947,0.31615816593096613,0.49566113303965353,18.15017319413077,355.5345752119916,21.79544246338162,185.32002337574815,0.43726380589293146,71.87797312598272,0,High
P0627,38,Female,Intermediate,Left,Forehand,1,Coated,147.95265104633398,0.7160827580230511,Moderate,25.902725939733322,84.41466487550223,181.67034044007747,12.873366775083781,259.7473387356135,0.6699096331496138,26.9269493876741,0.6060840933567211,0.20931870656710092,22.286826483248454,380.4408396548887,19.27456089363273,109.20084990723834,0.465843115870369,60.96871077344452,0,High
P0628,39,Male,Intermediate,Left,Forehand,1,Non-Coated,134.76809433278422,0.7706459807486709,Moderate,25.782416649603853,87.34778483399988,249.48074951429743,11.442833063623297,209.81380803759077,0.7446890164184553,26.030606891149873,0.4210324257629706,0.4132921247708289,15.27357283514213,286.6348238877198,21.259954781447878,179.44085120564466,0.21463616928570378,95.02138291868357,0,High
P0629,39,Male,Beginner,Right,Forehand,1,Non-Coated,44.960116910251585,0.7935656640420494,High,24.290057252633943,86.61314682710184,197.3779775869129,21.36617881884268,259.8748826330257,0.864183022221414,21.129829266831212,0.49431183213769814,0.5355797227932049,34.62698044354625,371.1882527155618,16.935499241548577,166.53232418162855,0.6141899915232023,83.09567470078515,0,Medium
P0630,20,Female,Beginner,Right,Backhand,5,Coated,103.07949848491725,0.6869596637052211,High,34.977444872036784,41.94015132621925,205.32063342739391,17.38388899274144,349.9653447308541,0.647247346845464,27.72822118916419,0.671928286301267,0.5318300642567563,32.560821179510825,295.72073049438166,18.85337637746057,147.3287477712854,0.6718995572603105,60.23267571011421,0,High
P0631,33,Female,Beginner,Left,Backhand,5,Non-Coated,59.93692487032821,0.6795736634650108,Moderate,21.10441263491437,70.21753181520108,194.48982411374405,30.71795267644813,239.15773082501124,0.8031621847697373,28.808782167469467,0.2735118558487759,0.5365251965032086,43.055847015274566,287.0974299802643,20.740918890224552,145.39562562171545,0.40856701265128814,79.99647735268627,1,High
P0632,28,Female,Beginner,Left,Backhand,5,Coated,149.34137897025403,0.7864491567282844,High,29.64426708928604,72.16125528626475,242.451927603422,31.789120375642877,239.78847926752746,0.9378601513885796,21.789654577013764,0.6309096848127752,0.4409642511110333,48.81374823895513,320.94351993631835,10.492852007400588,117.37036905405557,0.5055759544273007,63.87014343085278,1,High
P0633,29,Male,Beginner,Left,Serve,5,Coated,55.28153136080711,0.6818500803358335,Dry,22.616579098046536,54.75325801082518,191.4191150896824,20.778543472970057,225.48296219891034,0.7331056684264075,15.591774039058425,0.3896180039814854,0.2735248182762872,49.345743349648686,260.00961987831647,20.98540212611966,144.876276152838,0.4708105807716144,86.95617306410507,1,High
